name,latin_name,temperature,length,location,food,kryjowka_info,breeding_info
Zbrojnik złoty, Ancistrus sp. L144 ,21 - 26°C,11 cm,Ameryka Płd.,"glony,mrożony,roślinny,suchy,żywy","<p>Para zbrojników złotych może być trzymana w akwarium o podstawie 60×30 cm, z piaszczystym podłożem, dekoracją z korzeni i płaskich kamieni. Wskazane jest umieszczenie specjalnych ceramicznych tub, w których ryby będą mogły się schować lub rozmnożyć. Przy niedoborze pokarmów zielonych mogą niszczyć delikatniejsze rośliny.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 - 12 lat"
Tęczanka Neonowa, Melanotaenia praecox ,23 - 28°C,6 cm,Nowa Gwinea,"mrożony,roślinny,suchy,żywy",<p>Tęczanki neonowe najlepiej prezentują się na tle gęsto obsadzonego roślinnością zbiornika z ciemnym podłożem i niezbyt mocno oświetlonego. Zbyt jaskrawe światło można rozproszyć np. roślinami pływającymi. Ryby te potrzebują również otwartych przestrzeni do pływania i obszarów gdzie samce będą mogły rywalizować między sobą. Dla 10 i więcej ryb niezbędne będzie akwarium powyżej 100l. Wymagają wysokiej jakości wody – zalecane cotygodniowe podmiany (20%).</p>,"Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
Tęczanka Czerwona, Glossolepis incisus ,22 - 26°C,15 cm,Nowa Gwinea,"mrożony,roślinny,suchy,żywy","<p>Tęczanki czerwone najlepiej prezentują się na tle gęsto obsadzonego roślinnością zbiornika, z ciemnym podłożem i niezbyt mocno oświetlonego. Zbyt jaskrawe światło można rozproszyć np. roślinami pływającymi. Ryby te potrzebują również otwartych przestrzeni do pływania i obszarów gdzie samce będą mogły rywalizować między sobą. Wymagają wysokiej jakości wody (zalecane cotygodniowe podmiany w ilości 20%) i umiarkowanie silnego prądu.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Żółtaczek indyjski, Etroplus maculatus ,20 - 28°C,7 - 8 cm,Azja,umiarkowane,"<p>Dla grupy tych ryb zaleca się akwarium o co najmniej 120 cm długości z piaszczystym podłożem i dużą ilością kryjówek w postaci grot, jaskiń skalnych. Należy jednak pamiętać o pozostawieniu przestrzeni do pływania. Mogą żyć w wodzie słodkiej jak i słonej. Źle znoszą natomiast wodę o odczynie kwaśnym. Są też wrażliwe na zanieczyszczenia więc wymagają cotygodniowych podmian wody (20-25%).</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,umiarkowane,Trudność hodowli: ,umiarkowana,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,żywy,Długość życia: ,5 - 8 lat"
Tęczanka niebieska, Melanotaenia lacustris ,20 - 25°C,12 cm,Nowa Gwinea,"mrożony,suchy,żywy","<p><strong>Wymagają długiego akwarium min. 120 cm</strong>, gęsto miejscami obsadzonego roślinami tak, aby zapewnić im dużo miejsca do pływania a jednocześnie dostateczne schronienie. Inne dekoracje nie są specjalnie potrzebne. Przy wyborze roślin do akwarium z Tęczankami niebieskimi warto pamiętać, żeby rosły w wodzie w której te ryby najlepiej się czują czyli lekko twardej i alkalicznej. Ruch wody w zbiorniku powinien być minimalny.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Tęczanka Boesemana, Melanotaenia boesemani ,25 - 29°C,11 cm,Nowa Gwinea,"mrożony,roślinny,suchy,żywy","<p>Akwarium 110 litrów to dla tych tęczanek minimum. <strong>Ze względu na ich rozmiar i ruchliwość zalecany jest jednak 200 litrowy zbiornik</strong>, obsadzony roślinami przy ścianach bocznych i tylnej, aby zapewnić rybom rozległą przestrzeń do pływania. Rośliny powinny przede wszystkim tolerować twardą, alkaliczną wodę, która jest preferowana przez ryby. Piaszczyste podłoże, gęsta roślinność i dekoracje z korzeni najwierniej odwzorują ich naturalne środowisko. Aby zapobiec wyskakiwaniu ryb akwarium musi być przykryte. Wskazane są również cotygodniowe podmiany wody w ilości 25%.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Tęczanka trójpręga, Melanotaenia trifasciata ,24 - 30°C,13 cm,Australia,"mrożony,suchy,żywy","<p>Te ruchliwe tęczanki należy trzymać w akwarium o wymiarach min. 120x30x30 cm, obsadzonym roślinami wzdłuż bocznych ścian i tylnej. W ten sposób zapewnimy rybom dostateczną przestrzeń do pływania. Niezbędny jest też wydajny filtr z wymuszonym prądem wody.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,4 lata"
Ziemiojad orange head Tapajos, Geophagus sp. orange head ,25 - 30°C,20 cm,Ameryka Płd.,łagodne,"<p>Dla pary lub haremu (1 samiec, 2-3 samice) zaleca się ok. 250 l akwarium o długości min. 120 cm. Dla nieco większej grupy 180 cm i większe, przy czym w przypadku ziemiojadów bardziej liczy się powierzchnia dna niż wysokość zbiornika. Ze względu na sposób żerowania, preferują piaszczyste podłoże. Żwir lub małe kamyczki mogą utrudniać jego przeszukiwanie. Przede wszystkim należy unikać podłoży z ostrymi krawędziami, które mogą uszkodzić ich włókna skrzelowe. Do dekoracji można użyć kawałków suchego drewna, korzeni czy gałęzi. Suche liście nie są wskazane, ponieważ intensywne przeszukiwanie dna przez ryby zwiększy i przyspieszy ich rozkład, tworząc tym samym nadmierną ilość zawiesiny w wodzie. Będzie to nie tylko brzydko wyglądać, ale także może grozić przyblokowaniem filtracji. Oświetlenie w akwarium nie powinno być zbyt jaskrawe.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,umiarkowana,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,12 lat"
Złota rybka – Welon, Carassius auratus ,16 - 24°C,10 - 20 cm,Azja,"mrożony,roślinny,suchy,żywy","<p><strong>Zalecane minimum dla jednego osobnika to akwarium o pojemności 80 litrów</strong>, a dla każdej kolejnej sztuki powinniśmy dołożyć ok 35 litrów. Złota rybka i wszystkie jej odmiany są zimnolubne ale te z wydłużonymi płetwami i welonki nie tolerują temperatur poniżej 13°C i nie powinny być trzymane na zewnątrz. <strong>Optymalna temperatura dla delikatnych odmian to 18-24°C</strong>. Są rybami dość odpornymi na zanieczyszczenia wody ale jednocześnie niesamowicie szybko ją brudzą dlatego zbiornik musi posiadać bardzo wydajny filtr. Zalecane są też regularne (cotygodniowe) podmiany świeżej wody (ok. 25%). W takich warunkach złote rybki mają szanse na prawidłowy i zdrowy rozwój a także długie życie.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 - 30 lat"
Zmienniak plamisty – Platka, Xiphophorus maculatus ,18 - 26°C,6 cm,Ameryka Śr.,bardzo łagodne,"<p>Dla niedużej grupy 10-12 osobników odpowiednie będzie akwarium o długości min. 60 cm, najlepiej z miękkim piaszczystym podłożem (które ryby lubią przebierać), miejscami z gęstą roślinnością i rozległą przestrzenią do pływania. Do dekoracji można użyć płaskich kamieni, z których Platki lubią zeskrobywać glony. Należy unikać czegokolwiek, co mogłoby zakwasić wodę. W akwarium sprawdzą się drobnolistne gęste rośliny np. mech Java, Kabomba (<em>Cabomba</em>), Wywłócznik (<em>Myriophyllum</em>), Moczarka (<em>Egeria</em>), chociaż niekiedy mogą być one przez ryby skubane.</p>","Żerowanie: ,przy tafli wody,, ,środek,Rozmnażanie: ,żyworodne,Usposobienie: ,bardzo łagodne,Trudność hodowli: ,łatwa,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,4 lata"
Zwinnik jarzeniec, Hemigrammus erythrozonus ,24 - 28°C,4 cm,Ameryka Płd.,"mrożony,suchy,żywy","<p>Małe stadko można trzymać w ok 54 litrowym akwarium. Najlepiej prezentują się na tle bujnej roślinności. W skromnie urządzonych zbiornikach ich kolory będą sprawiały wrażenie wyblakłych. Pomimo, że mogą żyć w wodzie alkalicznej to najlepiej czują się w wodzie kwaśnej w przedziale ok. 5.5 – 6.5 pH.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
Zwinnik Blehera, Hemigrammus bleheri ,23 - 27°C,5 cm,Ameryka Płd.,"mrożony,suchy,żywy","<p>Dla małej grupy ryb wystarczające będzie akwarium ok 70 l. Najefektowniej prezentują się w gęsto zarośniętych akwariach z ciemnym podłożem, należy pamiętać o pozostawieniu rozległej przestrzeni do pływania. Jeżeli chcemy aby poczuły się jak w swoim naturalnym środowisku to stosujemy piaszczyste podłoże, korzenie i suche liście. Zwinniki Blehera są wrażliwe na wysokie stężenia azotanów, konieczna systematyczna wymiana części wody. Można je trzymać w południowo-amerykańskim akwarium biotopowym z innymi zwinnikami, małymi pielęgnicami czy kiryskami. W akwarium towarzyskim z małymi razborami, barwniakami, rybami labiryntowymi oraz brzankami.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
Mruk Petersa – Trąbonos, Gnathonemus petersii ,23 - 28°C,22 cm,Afryka,"mrożony,roślinny,suchy","<p>Trąbonosy prowadzą nocny tryb życia dlatego oświetlenie akwarium nie powinno być zbyt mocne. Należy zapewnić im dużą ilość kryjówek, szczególnie jeżeli trzymać będziemy kilka osobników. Jako dekoracji można użyć gładkich kamieni, korzeni i roślin, które dobrze radzą sobie przy słabym świetle. Mogą to być np. java fern, <a title=""Anubias bateri Nana"" href=""https://rybyakwariowe.eu/roslina-akwariowa/anubias-bateri-nana/"">Anubias</a>, Vallisneira. Najlepiej zastosować piaszczyste podłoże, które ryby będą często przeszukiwać w poszukiwaniu pokarmu za pomocą swojego długiego nosa. <strong>Ostre lub szorstkie kamyczki lub żwirek może pokaleczyć ich „trąbę” i nie będą mogły przyjmować jedzenia.</strong></p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,Długość życia: ,6 - 10 lat"
Muszlowiec krótki, Neolamprologus brevis ,23 - 27°C,6 cm,Tanganika,"mrożony,roślinny,suchy,żywy","<p>Dla pary wystarczy ok. 40 litrowe akwarium (dla kolonii większe), z piaszczystym podłożem, dużą otwartą przestrzenią do pływania oraz co najważniejsze z dużymi pustymi muszlami. Podłoża powinno być co najmniej 5 cm, ponieważ uwielbiają je przekopywać, co jakiś czas, diametralnie zmieniając wystrój zbiornika. Wymagają wody twardej i alkaicznej, najlepiej w przedziale 8.6-9.5 pH i temperaturze 24-26 C. Jak w przypadku innych pielęgnic jeziora Tanganika woda musi być doskonałej jakości i dobrze napowietrzona, a jej właściwości chemiczne stabilne.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,8 - 10 lat"
Muszlowiec wielopręgi, Neolamprologus multifasciatus ,24 - 27°C,4.5 cm,Afryka,"mrożony,suchy,żywy","<p>Para może przebywać w małym 40 litrowym zbiorniku. Najlepiej jednak będą czuły się w większej grupie w odpowiednio dużym zbiorniku. <strong>Wymagają przynajmniej 5 cm warstwy piaszczystego podłoża</strong>, które chętnie i aktywnie przekopują oraz dużej ilości pustych muszli. Zamiennie można stosować muszle Winniczka, Ampularii czy sztucznych, uciętych pod skosem, kolanek rurek pcv. Wygląd zbiornika jest mniej istotny ponieważ ponieważ muszlowce i tak w ciągu zaledwie kilku dni urządzą je według własnego uznania. Nie na darmo uchodzą wśród akwarystów za najlepszych budowniczych, przekopujących podłoże.</p>","Żerowanie: ,przy dnie,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Naskalnik Dickfelda, Julidochromis dickfeldi ,23 - 27°C,8 cm,Tanganika,"mrożony,roślinny,suchy,żywy","<p>Parę naskalników Dickfelda najlepiej trzymać w akwarium o wymiarach co najmniej 80x30x30, z piaszczystym podłożem, wyposażonym w dekorację skalną ze szczelinami i jaskiniami, w których ryby znajdą schronienie i złożą jaja. Choć w naturalnych siedliskach rośliny nie występują, to można nimi obsadzić akwarium.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 7 lat"
Razbora Hengela, Trigonostigma hengeli ,23 - 28°C,3.5 cm,Azja,"mrożony,suchy,żywy","<p><strong>Najpiękniej wyglądają w akwarium z ciemnym podłożem i gęsto obsadzonym roślinnością</strong>. Dla razbor min. to zbiornik 60x30x30 cm. Ryby lubią miejsca zacienione, jaskinie i zakamarki z korzeni czy gałęzi. Nie mają specjalnych wymagań co do chemii wody, jednak w naturze żyją w wodzie miękkiej, lekko kwaśnej. Przy doborze towarzystwa dla razbory hengela należy brać pod uwagę ich niewielki rozmiar. Może być trzymana z większością popularnych ryb akwariowych np. z innymi małymi <a title=""Ryby Karpiowate"" href=""https://rybyakwariowe.eu/karpiowate"" target=""_blank"">karpiowatymi</a>, <a title=""Ryby Kiryskowate"" href=""https://rybyakwariowe.eu/kiryski-kiryskowate-rybki"" target=""_blank"">kiryskami</a>, <a title=""Ryby Piękniczkowate"" href=""https://rybyakwariowe.eu/piekniczkowate-gupiki-mieczyki"" target=""_blank"">piękniczkowatymi</a> czy <a title=""Ryby Kąsaczowate"" href=""https://rybyakwariowe.eu/kasaczowate/"" target=""_blank"">kąsaczowatymi</a>.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,4 - 6 lat"
Naskalnik kędzierzawy – ozdobny, Julidochromis ornatus ,23 - 27°C,8 cm,Tanganika,"mrożony,roślinny,suchy,żywy","<p>Dla pary naskalników ozdobnych zalecane jest ok. 70 litrowe akwarium, z miękkim, piaszczystym podłożem, wyposażone w dekoracje skalne, tak ułożone aby było jak najwięcej szczelin i zakamarków. Kryjówek musi starczyć dla każdego osobnika. W przeciwnym wypadku będzie dochodzić między nimi do częstych walk. Wystrój zbiornika powinien być dobrze przemyślany ponieważ ryby te źle znoszą jego zmiany. Wymagają dobrej jakości wody, niezbędne cotygodniowe podmiany (ok. 25%) i wydajna filtracja.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 7 lat"
Naskalnik Marliera, Julidochromis marlieri ,23 - 27°C,13 cm,Tanganika,"mrożony,roślinny,suchy,żywy","<p>Zalecane trzymanie pary w akwarium ok. 110 litrowym akwarium o minimalnej długości 100 cm. Konieczne dekoracje w postaci stosów kamieni, tworzące groty i szczeliny, w których ryby znajdą kryjówkę i miejsce do rozrodu. Preferują piaszczyste podłoże. Woda powinna być dobrze natleniona. Tak jak inne naskalniki <strong>źle znoszą zmiany wystroju zbiornika oraz duże podmiany wody.</strong></p>","Żerowanie: ,przy dnie,, ,przy tafli wody,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Pyszczak Zebra Red, Maylandia estherae ,24 - 28°C,13 cm,Malawi,"glony,mrożony,roślinny,suchy,żywy","<p>Dla jednego samca i 2-3 samic niezbędne będzie akwarium o długości 100-120 cm z piaszczystym podłożem. Rybom należy zapewnić odpowiednią ilość kryjówek, tworząc szczeliny i groty z kamieni, nie zapominając jednak o pozostawieniu miejsca do pływania. Ryby uwielbiają kopać dlatego kamienie powinny być ustawione na dnie akwarium a nie na podłożu. Dobrze znoszą wodę słodką jak i lekko słonawą. W akwarium wymagają dużego prądu wody, wydajnej filtracji i częstych podmian.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,10 lat"
Pyszczak złocisty, Melanochromis auratus ,24 - 28°C,11 cm,Malawi,"glony,mrożony,roślinny,suchy,żywy","<p><strong>Najlepiej trzymać jednego samca z kilkoma samicami</strong>, w akwarium o długości co najmniej 120 cm, z piaszczystym podłożem, dekoracją skalną z licznymi kryjówkami. Posadzone rośliny mogą stać się ich przysmakiem lub zostaną wykopane. Wymagają wydajnej filtracji i dobrze natlenionej wody. Mimo, że w środowisku naturalnym żyją w wodzie słodkiej to tolerują również zasolenie do 1.0002 SG (Specific Gravity).</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,glony,, ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 lat"
Razbora Espei, Trigonostigma espei ,23 - 28°C,3.5 cm,Azja,bardzo łagodne,"<p>Biorąc pod uwagę, że espei jest rybą stadną to akwarium powinno mieć min. 60 cm długości. <strong>Najefektowniej prezentują się na tle ciemnego podłoża, gęstej roślinności i w niezbyt jasnym oświetleniu</strong>. W zbiorniku powinny się tez znaleźć dekoracje z korzeni oraz rośliny szerokolistne, na których ryby chętniej składają jaja.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,bardzo łagodne,Trudność hodowli: ,bardzo łatwa,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
Razbora Borneańska – Brigittae, Boraras brigittae ,23 - 28°C,2 cm,Azja,"roślinny,suchy,żywy","<p><strong>Mimo niewielkiego rozmiaru, również potrzebują miejsca do pływania.</strong> W dodatku samce w czasie tarła obejmują tymczasowo rewiry. Dla grupy 10 osobników odpowiednie będzie minimum 40 litrowe akwarium, gęsto obsadzone roślinnością. Pożądane będą także dekoracje z korzeni, gałęzi, suchych liści i wszelkiej materii, która uwalnia garbniki i związki humusowe do wody np. szyszki olchy. Razbory borneańskie nie lubią zbyt silnego prądu wody i zbyt jasnego oświetlenia (światło możemy stłumić np. roślinami pływającymi). Najlepiej czują się w wodzie miękkiej i kwaśnej. Są wrażliwe na wyższe stężenia azotanów.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,roślinny,, ,suchy,, ,żywy,Długość życia: ,4 - 8 lat"
Naskalnik Regana, Julidochromis regani ,23 - 27°C,15 cm,Tanganika,"mrożony,roślinny,suchy,żywy","<p>Dla dobranej pary <strong>zaleca się ok. 110 litrowe akwarium z piaszczystym podłożem i niezbyt jaskrawym oświetleniem</strong>. Niezbędne są dekoracje ze skał i kamieni ułożonych jeden na drugim, tak aby konstrukcje tworzyły jak najwięcej zakamarków, szczelin i jaskiń. W ten sposób zapewniamy słabym rybom możliwość ukrycia, w przypadku dużej agresywności ze strony osobników silniejszych a także miejsce do założenia gniazda.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,7 - 10 lat"
Razbora klinowa, Trigonostigma heteromorpha ,21 - 28°C,3.5 cm,Azja,"mrożony,suchy,żywy","<p>54 litry to minimum dla stadka Razbor. Akwarium dekorujemy korzeniami, gałęziami, roślinami szerokolistnymi np. <a title=""Kryptokoryna Wendta – Zwartka Wendta"" href=""https://rybyakwariowe.eu/roslina-akwariowa/kryptokoryna-wendta-zwartka-wendta/"" target=""_blank"">Kryptokoryna</a>, <a title=""Anubias bateri Nana"" href=""https://rybyakwariowe.eu/roslina-akwariowa/anubias-bateri-nana/"" target=""_blank"">Anubias</a>, Mikrozorium. Ładniejsze ubarwienie pokazują w zbiorniku z ciemnym podłożem. Lubią miejsca zacienione. Jeżeli chcemy odwzorować ich naturalne środowisko to przydadzą się liście dębu, szyszki olchy itp. materiały, które uwalniają garbniki i związki humusowe do wody. Światło najlepiej stłumione roślinnością pływającą. Razbory można trzymać w akwarium ogólnym z niedużymi rybami (np. <a title=""Neon Innesa"" href=""https://rybyakwariowe.eu/ryba-akwariowa/neon-innesa-neonki-inessa/"" target=""_blank"">neon innesa</a>, <a title=""Pielęgniczka Ramireza"" href=""https://rybyakwariowe.eu/ryba-akwariowa/pielegniczka-ramireza-pielegnica/"" target=""_blank"">pielęgniczka ramireza</a>, <a title=""Kirysek Panda"" href=""https://rybyakwariowe.eu/ryba-akwariowa/kirysek-panda/"" target=""_blank"">kirysek panda</a>).</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 lat"
Neon czarny – Bystrzyk Axelroda, Hyphessobrycon herbertaxelrodi ,23 - 28°C,4 cm,Ameryka Płd.,łagodne,"<p>Akwarium powinno mieć minimum 60 cm długości, wymuszony lekki prąd wody i niezbyt jasne oświetlenie, żeby piękne ubarwienie tych ryb ujawniło się w całej pełni. Neony czarne najatrakcyjniej wyglądają w dużej ławicy w zbiorniku z ciemnym podłożem, miejscami gęsto obsadzonym roślinami. Najlepiej czują się w wodzie miękkiej i kwaśnej. Pomocne może być przefiltrowanie jej przez torf. Żwirowe podłoże, suche korzenie, gałęzie i liście (np. dębu) odwzorują ich naturalne środowisko.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,łatwa,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,3 - 5 lat"
Naskalnik wężogłowy, Julidochromis transcriptus ,23 - 27°C,7 cm,Tanganika,"mrożony,roślinny,suchy,żywy","<p>Zalecane trzymanie pary w ok. 80 litrowym akwarium, z licznymi dekoracjami skalnymi, piaszczystym podłożem i niezbyt jasnym oświetleniem. Woda powinna być dobrze natleniona. <strong>Źle znoszą zmiany wystroju zbiornika oraz duże podmiany wody</strong>. Jeżeli zachodzi potrzeba większej podmiany to najlepiej przeprowadzić kilka mniejszych podmian (10%) w kilku dniowych odstępach czasu. Ryby te nie niszczą roślin.</p>","Żerowanie: ,przy dnie,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,roślinny,, ,suchy,, ,żywy,Długość życia: ,5 - 8 lat"
Neon Innesa, Paracheirodon innesi ,20 - 26°C,3 - 3.5 cm,Ameryka Płd.,łagodne,"<p>Dla niewielkiej grupy <em>P. innesi</em> zaleca się min. 60 cm akwarium, urządzone najlepiej na wzór biotopu naturalnego, z piaszczystym podłożem oraz dekoracją z suchych gałęzi i korzeni. Charakter takiego zbiornika dopełni garść suchych liści, między którymi ryby znajdą dodatkowe schronienie. Rozkładająca się ściółka będzie dobrą pożywką dla drobnoustrojów, co może stanowić cenne źródło pokarmu dla narybku, a także uwolni do wody korzystne substancje humusowe. Alternatywą może być niezbyt silnie oświetlone akwarium miejscowo gęsto obsadzone mało wymagającą roślinnością, również pływającą, z dodatkiem drewna. W naturze unikają intensywnego światła i wolą przebywać pod osłoną cienia, dlatego też nie będą dobrym wyborem do zbiorników typowo roślinnych z mocnym, jaskrawym oświetleniem.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,łatwa,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 - 10 lat"
Neon czerwony, Paracheirodon axelrodi ,23 - 29°C,4 - 5 cm,Ameryka Płd.,łagodne,"<p>Neony czerwone wyglądają najlepiej w dużej ławicy w akwarium z ciemnym podłożem. Wymagają zbiornika co najmniej 70 l, miejscami gęsto obsadzonego roślinami, z niezbyt mocnym oświetleniem. Ryby najlepiej czują się w wodzie miękkiej i kwaśnej. Jeżeli chcemy odwzorować ich naturalne środowisko, wystarczy zastosowanie substratu lub żwiru rzecznego, kilku korzeni i suchych liści np. dębu. Woda najlepiej przefiltrowana przez torf.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,łatwa,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,4 - 5 lat"
Razbora plamista – karłowata, Boraras maculatus ,24 - 28°C,2.5 cm,Azja,"mrożony,suchy,żywy","<p><strong>Pomimo małego rozmiaru, również potrzebują miejsca do pływania</strong>. Samce w czasie tarła obejmują tymczasowo rewiry. Dla grupki 8-10 osobników wymagane jest akwarium min 30 l, gęsto zarośnięte (także roślinami pływającymi). Pożądane są też dekoracje z korzeni, gałęzi, suchych liści i wszelkiej materii, która uwalnia garbniki i związki humusowe do wody np. szyszki olchy. Nie lubią zbyt silnego prądu wody i zbyt jasnego oświetlenia. Woda powinna być miękka i kwaśna o ph do 6.5. W akwarium towarzyskim możemy je trzymać tylko z rybami nieznacznie większymi od nich, spokojnie usposobionymi np. <a title=""Kirysek Pigmej"" href=""https://rybyakwariowe.eu/ryba-akwariowa/kirysek-pigmej-pigmejski/"" target=""_blank"">kirysek pigmej</a>, <a title=""Otosek Przyujściowy"" href=""https://rybyakwariowe.eu/ryba-akwariowa/otosek-przyujsciowy-ryba-otoski/"" target=""_blank"">otosek</a>, <a title=""Razbora Galaxy – Niebiański Danio Perłowy"" href=""https://rybyakwariowe.eu/ryba-akwariowa/razbora-galaxy-niebianski-danio-perlowy/"" target=""_blank"">razbora galaxy</a>. Idealnym towarzystwem dla razbory będą <a title=""Krewetki akwariowe - karłowate"" rel=""nofollow"" href=""http://krewetkiakwariowe.pl"" target=""_blank"">krewetki karłowate</a> np. red cherry.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,2 - 5 lat"
Neon zielony – Neon simulans, Paracheirodon simulans ,21 - 35°C,2.5 cm,Ameryka Płd.,łagodne,"<p>Dla niewielkiej grupki neonów simulans odpowiednie będzie już ok. 40 litrowe akwarium, miejscami gęsto obsadzone roślinami, z piaszczystym dnem. Suche korzenie, gałęzie, a także liście dodadzą zbiornikowi bardziej naturalnego charakteru. Rozkładające się liście i szyszki olchy mogą również stanowić cenne źródło dodatkowego pokarmu dla narybku oraz pożądanych substancji humusowych.</p>","Żerowanie: ,środek,Rozmnażanie: ,jajorodne,Usposobienie: ,łagodne,Trudność hodowli: ,umiarkowana,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,5 lat"
Skrzeczyk pręgowany, Trichopsis vittata ,22 - 28°C,6 - 7 cm,Azja,"mrożony,suchy,żywy","<p>Wymagają min. 54 l akwarium. Najlepiej będą się czuć i prezentować pośród roślinności przykrywającej powierzchnie wody. Wskazane są rośliny łodygowe, pływające i tropikalne lilie. Odpowiednie też będą Kryptokoryny czy rosnące na korzeniach Mikrozoria i mchy. Zalecane są suche liście Buku, Dębu czy Ketapangu, które zapewnią dodatkowe schronienie, mogą być źródłem pokarmu dla narybku, a także uwalniają do wody pożądane związki humusowe.</p>","Żerowanie: ,przy tafli wody,, ,środek,Rozmnażanie: ,jajorodne,Pokarm: ,mrożony,, ,suchy,, ,żywy,Długość życia: ,2 - 5 lat"
